59,32,12,15,31
15,7,21,51,35
42,15,2,14,9
61,66,11,9,34
45,23,46,21,54
10,56,37,61,51
13,10,22,53,19
8,44,64,17,45
53,22,9,20,68
14,61,33,29,55
56,47,9,40,2
48,14,5,47,53
65,50,45,44,29
21,22,14,42,26
58,65,5,17,27
62,44,38,12,29
26,63,21,44,2
56,8,7,58,2
54,30,37,34,36
11,23,43,19,28
7,25,43,24,59
28,25,43,47,33
11,64,57,28,68
39,26,67,6,16
19,29,7,6,42
31,33,61,26,20
20,18,36,44,10
26,4,50,60,0
26,30,8,18,27
61,32,52,36,63
35,30,36,50,6
4,29,6,53,35
10,6,11,30,2
25,0,17,67,60
66,32,3,16,13
35,45,3,0,16
54,40,65,66,18
35,50,36,0,8
25,4,66,2,14
11,18,42,23,41
57,6,65,21,14
43,38,7,0,33
55,57,65,1,21
13,53,5,62,2
38,20,59,55,51
24,11,19,52,31
64,54,12,57,41
22,24,9,27,55
60,21,17,13,56
28,58,64,61,25
60,34,21,23,9
10,19,52,45,47
43,30,31,3,26
3,22,24,53,11
30,1,12,45,38
38,27,55,3,56
30,28,5,56,58
14,28,66,2,41
20,17,51,38,5
10,51,30,36,27
55,18,64,11,57
8,46,0,45,7
3,8,48,36,18
22,18,52,15,37
28,22,40,10,49
22,42,24,6,56
53,63,59,5,35
18,65,58,39,23
16,66,19,20,36
3,20,0,48,6
20,19,5,18,54
2,7,26,0,64
45,24,66,43,25
49,20,7,55,37
65,22,14,12,4
27,29,55,12,25
45,2,38,40,42
23,57,21,35,14
2,61,44,39,7
55,47,25,37,19
11,29,19,9,23
0,10,30,15,2
51,53,32,25,39
20,59,45,68,2
44,56,5,23,57
65,55,54,61,62
14,4,5,32,57
62,56,52,9,7
8,43,37,65,56
2,16,63,60,27
61,25,39,22,15
49,30,9,35,37
36,35,50,5,26
15,47,3,24,33
53,10,16,13,9
18,9,19,11,10
11,33,32,28,8
12,48,3,57,35
9,68,41,50,46
37,3,9,11,13
43,0,38,65,49
37,27,42,39,9
16,38,3,44,53
14,52,24,61,1
35,5,15,22,11
3,12,57,39,30
9,50,13,18,47
37,13,48,56,68
33,26,64,43,21
10,5,11,41,58
27,54,48,29,68
54,9,20,55,4
45,50,36,28,39
42,36,27,48,30
30,9,7,47,38
36,29,27,17,32
36,6,27,37,13
31,19,49,0,22
67,24,23,2,18
33,7,4,21,36
58,12,49,55,67
0,18,62,61,2
15,22,6,11,17
35,56,5,43,58
66,60,26,65,6
8,2,54,50,18
19,23,21,14,20
7,3,51,32,20
0,44,45,68,18
37,6,55,49,46
23,59,12,50,64
42,15,39,49,45
60,7,22,31,20
4,21,48,13,67
36,24,19,34,40
57,40,21,17,49
14,63,1,4,52
0,55,18,41,8
3,49,29,43,10
11,27,6,58,64
53,13,6,9,19
16,42,21,38,29
3,29,41,65,15
27,64,10,46,50
27,5,15,7,8
4,23,6,13,62
33,35,7,1,32
67,26,14,9,48
64,49,33,12,40
48,9,32,56,34
20,25,53,3,42
1,40,26,17,42
29,20,9,36,4
11,0,5,3,9
64,11,19,14,3
32,46,68,22,42
34,24,30,43,26
21,22,4,7,31
57,49,31,56,40
62,45,31,3,19
54,53,17,36,22
38,21,59,62,14
40,56,62,16,67
27,39,35,37,60
56,19,61,30,54
59,7,48,31,24
3,28,4,48,58
30,48,40,28,11
29,1,12,13,27
18,29,63,45,65
57,68,31,40,47
1,25,7,49,33
45,42,55,51,21
12,16,45,40,29
18,47,53,43,64
53,62,59,43,21
7,4,34,62,54
39,23,33,51,1
26,27,50,16,6
15,62,41,1,56
36,0,37,7,9
62,21,0,19,39
48,17,57,27,2
14,27,33,56,58
0,54,19,3,24
21,66,17,67,3
43,59,45,11,32
49,24,57,60,36
61,31,39,62,26
14,42,56,51,16
4,44,16,41,66
18,22,3,28,12
40,9,63,50,12
45,25,4,37,48
25,48,1,64,53
64,43,65,28,67
3,20,25,22,52
2,26,42,19,41
42,67,3,57,40
46,25,38,5,18
13,10,5,30,52
19,40,52,21,63
13,43,68,21,62
27,24,52,17,25
14,45,34,35,49
56,26,45,23,68
2,17,60,50,32
9,43,41,20,56
22,3,14,50,10
43,5,7,24,39
1,34,68,13,32
58,54,59,33,19
27,1,25,16,58
19,51,37,13,28
47,55,2,33,53
16,3,35,64,62
23,2,20,38,63
61,21,24,15,62
33,30,0,23,29
10,16,43,36,5
16,60,5,9,11
28,13,51,39,41
23,45,12,25,10
19,9,31,45,22
6,43,20,61,52
8,19,26,68,14
64,44,32,62,37
6,3,22,27,30
10,29,57,0,8
20,39,23,26,40
27,0,22,54,2
56,1,55,66,20
24,4,6,36,18
0,33,22,28,54
58,39,54,6,66
3,0,4,31,49
65,48,17,59,35
32,44,29,8,1
60,67,17,2,54
47,15,26,23,64
37,42,27,4,3
55,1,57,59,14
23,63,57,32,60
49,28,52,63,39
11,41,10,3,4
2,37,58,57,16
1,21,31,12,46
36,47,65,13,56
34,48,30,17,5
10,11,13,26,6
58,11,2,0,32
35,26,0,24,3
32,30,7,65,17
38,4,46,58,0
34,46,17,43,29
33,59,32,47,41
67,19,13,21,8
1,32,11,42,53
9,16,38,6,47
4,20,11,16,9
45,13,14,12,50
0,37,14,57,36
24,60,35,32,19
7,46,26,18,11
43,15,51,1,42
34,11,3,6,54
27,18,15,51,21
21,41,33,39,44
29,45,21,31,11
12,23,4,3,40
28,53,26,37,19
32,5,13,52,51
40,37,46,48,18
30,22,42,7,31
3,0,48,2,58
0,45,3,65,33
12,31,45,32,64
46,40,23,27,29
19,32,55,10,43
42,4,19,24,46
41,65,27,67,46
2,50,36,0,41
50,34,47,17,39
29,5,56,9,45
23,17,21,24,0
55,43,15,16,40
52,62,29,0,53
33,37,44,9,50
51,23,8,44,53
11,65,44,41,34
14,18,54,11,7
27,29,42,50,10
1,42,43,32,16
50,32,31,8,38
7,68,17,16,3
55,7,28,59,16
55,1,24,20,30
13,67,54,44,51
17,38,50,59,15
42,5,57,13,64
0,62,36,51,15
41,24,66,26,35
63,37,24,32,19
36,3,33,13,35
23,47,38,20,4
26,34,68,49,12
51,29,45,5,53
5,39,19,43,61
52,49,16,32,7
9,29,15,46,58
2,47,17,7,1
48,5,11,33,3
12,19,17,25,18
7,13,53,19,6
33,8,12,14,15
45,3,57,58,23
44,25,39,10,14
68,16,47,26,34
4,60,63,52,47
64,23,28,13,8
49,37,55,5,14
18,43,0,33,5
5,11,8,45,39
8,19,50,65,30
53,20,57,23,7
32,36,4,57,13
61,7,29,45,59
13,26,56,19,11
25,7,34,0,28
44,63,55,43,0
50,63,25,61,44
32,42,39,10,2
64,30,62,63,24
57,1,38,34,42
2,53,47,59,54
7,60,50,8,47
41,6,42,31,16
4,8,42,24,5
11,34,24,29,64
15,16,24,10,17
22,37,44,32,67
57,33,26,16,20
0,54,59,3,13
9,26,18,55,58
33,16,63,18,46
17,2,59,36,50
19,3,17,1,38
41,12,61,22,64
56,50,36,28,0
1,12,51,38,63
15,64,24,39,6
33,40,37,43,5
36,14,57,42,66
24,62,38,12,16
22,19,18,13,2
13,17,0,29,30
50,19,13,38,67
62,58,24,10,38
33,49,22,13,2
1,18,41,36,9
6,64,4,66,33
22,61,13,34,27
9,5,40,39,24
52,58,59,48,66
62,13,33,63,23
7,29,59,37,23
27,0,9,45,34
39,22,11,59,0
